City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
132,whitehorse,60.7161,-135.0538,-27.569999999999965,69,40,2.06,CA,1706972004
133,petropavlovsk-kamchatsky,53.0452,158.6483,-18.669999999999987,85,20,3.58,RU,1706972005
134,kalabo,-14.97,22.6814,27.5,58,90,1.5,ZM,1706972005
135,la passe,45.5549,-0.8967,7.1299999999999955,75,8,3.55,FR,1706972005
136,alice springs,-23.7,133.8833,29.75,26,100,3.6,AU,1706972005
137,olyokminsk,60.3736,120.4264,-31.159999999999968,100,92,1.37,RU,1706972006
138,anadyr,64.75,177.4833,-16.71999999999997,55,97,5.0,RU,1706972006
139,katsuura,35.1333,140.3,9.04000000000002,61,100,1.23,JP,1706972006
140,ulsteinvik,62.3432,5.8487,4.310000000000002,81,96,14.75,NO,1706972006
141,howard springs,-12.497,131.047,28.950000000000045,93,100,3.42,AU,1706972006
142,pekanbaru,0.5333,101.45,25.180000000000007,100,100,1.54,ID,1706971683
143,wynyard,-41.0,145.7167,15.830000000000041,90,76,2.89,AU,1706972007
144,fale old settlement,-9.3852,-171.2468,28.510000000000048,80,100,8.2,TK,1706972007
145,carnarvon,-24.8667,113.6333,23.730000000000018,83,4,10.95,AU,1706972007
146,flying fish cove,-10.4217,105.6791,24.82000000000005,88,12,2.06,CX,1706972008
147,astaneh-ye ashrafiyeh,37.2596,49.9444,8.960000000000036,77,0,2.2,IR,1706972008
148,chiang klang,19.2938,100.8617,20.879999999999995,46,0,0.57,TH,1706972008
149,keflavik,64.0049,-22.5624,-0.7599999999999909,59,75,12.35,IS,1706972008
150,nepalgunj,28.05,81.6167,17.460000000000036,37,48,2.86,NP,1706972008
151,lebu,-37.6167,-73.65,17.400000000000034,69,2,7.85,CL,1706972009
152,saint-pierre,-21.3393,55.4781,25.82000000000005,69,0,9.77,RE,1706972009
153,badger,64.8,-147.5333,-38.68999999999997,58,100,0.0,US,1706972009
154,sinabang,2.4803,96.3801,26.170000000000016,82,100,4.3,ID,1706972010
155,dazhong,33.1997,120.4578,1.7000000000000455,88,100,3.8,CN,1706972010
156,safotu,-13.4513,-172.4018,27.33000000000004,94,100,11.17,WS,1706972010
157,golfito,8.639,-83.166,28.590000000000032,73,32,0.9,CR,1706972010
158,camaguey,21.3808,-77.9169,21.189999999999998,78,20,3.6,CU,1706971743
159,borogontsy,62.6683,131.1683,-41.599999999999966,100,58,1.34,RU,1706972011
160,verkhnevilyuysk,63.4453,120.3167,-25.559999999999974,97,99,1.75,RU,1706972011
161,olinda,-8.0089,-34.8553,30.850000000000023,66,40,5.66,BR,1706972011
162,callao,-12.0667,-77.15,26.160000000000025,65,0,5.14,PE,1706972012
163,rosetta,31.4044,30.4164,14.970000000000027,58,44,6.79,EG,1706972012
164,mahibadhoo,3.7833,72.9667,27.930000000000007,80,62,5.09,MV,1706972012
165,popondetta,-8.7537,148.2534,23.950000000000045,95,98,1.37,PG,1706972012
166,bandarbeyla,9.4942,50.8122,25.620000000000005,81,99,7.14,SO,1706972012
167,rodino,52.5,80.25,-7.009999999999991,87,100,8.03,RU,1706972013
168,talnakh,69.4865,88.3972,-14.329999999999984,96,100,4.33,RU,1706972013
169,sumbe,-11.2061,13.8437,29.410000000000025,68,94,4.53,AO,1706972013
170,khovd,48.0056,91.6419,-18.75999999999999,90,9,0.92,MN,1706972013
171,dauphin,51.1494,-100.0502,0.08000000000004093,93,100,1.54,CA,1706972014
172,nova vicosa,-17.8919,-39.3719,28.920000000000016,65,64,3.71,BR,1706972014
